,student_id,activity_details_activity_inference_min,activity_details_activity_inference_max,activity_details_activity_inference_mean,activity_details_activity_inference_median,activity_details_activity_inference_sum,activity_details_time_delta,activity_details_count,audio_details_audio_activity_inference_min,audio_details_audio_activity_inference_max,audio_details_audio_activity_inference_mean,audio_details_audio_activity_inference_median,audio_details_audio_activity_inference_sum,audio_details_time_delta,audio_details_count,call_log_details_call_recorded_min,call_log_details_call_recorded_max,call_log_details_call_recorded_mean,call_log_details_call_recorded_median,call_log_details_call_recorded_sum,call_log_details_time_delta,call_log_details_count,conversation_details_conv_duration_min_min,conversation_details_conv_duration_min_max,conversation_details_conv_duration_min_mean,conversation_details_conv_duration_min_median,conversation_details_conv_duration_min_sum,conversation_details_time_delta,conversation_details_count,dark_details_dark_duration_min_min,dark_details_dark_duration_min_max,dark_details_dark_duration_min_mean,dark_details_dark_duration_min_median,dark_details_dark_duration_min_sum,dark_details_time_delta,dark_details_count,dinning_details_venue_id_min,dinning_details_meal_type_id_min,dinning_details_venue_id_max,dinning_details_meal_type_id_max,dinning_details_venue_id_mean,dinning_details_meal_type_id_mean,dinning_details_venue_id_median,dinning_details_meal_type_id_median,dinning_details_venue_id_sum,dinning_details_meal_type_id_sum,dinning_details_time_delta,dinning_details_count,gps_details_latitude_min,gps_details_longitude_min,gps_details_latitude_max,gps_details_longitude_max,gps_details_latitude_mean,gps_details_longitude_mean,gps_details_latitude_median,gps_details_longitude_median,gps_details_latitude_sum,gps_details_longitude_sum,gps_details_time_delta,gps_details_count,phonecharge_details_phonecharge_duration_min_min,phonecharge_details_phonecharge_duration_min_max,phonecharge_details_phonecharge_duration_min_mean,phonecharge_details_phonecharge_duration_min_median,phonecharge_details_phonecharge_duration_min_sum,phonecharge_details_time_delta,phonecharge_details_count,phonelock_details_phonelock_duration_min_min,phonelock_details_phonelock_duration_min_max,phonelock_details_phonelock_duration_min_mean,phonelock_details_phonelock_duration_min_median,phonelock_details_phonelock_duration_min_sum,phonelock_details_time_delta,phonelock_details_count,sleep_details_hours_slept_min,sleep_details_sleep_rating_min,sleep_details_hours_slept_max,sleep_details_sleep_rating_max,sleep_details_hours_slept_mean,sleep_details_sleep_rating_mean,sleep_details_hours_slept_median,sleep_details_sleep_rating_median,sleep_details_hours_slept_sum,sleep_details_sleep_rating_sum,sleep_details_time_delta,sleep_details_count,sms_details_sms_instance_min,sms_details_sms_instance_max,sms_details_sms_instance_mean,sms_details_sms_instance_median,sms_details_sms_instance_sum,sms_details_time_delta,sms_details_count,stress_level
335,16,0.0,3.0,0.04600326264274062,0.0,141.0,60135.0,3065,0.0,2.0,0.2201056009938917,0.0,2126.0,60190.0,9659,1.0,1.0,1.0,1.0,10.0,58470.0,10,2.0,11.0,6.0,5.5,24.0,59572.0,4,282.0,282.0,282.0,282.0,564.0,11599.0,2,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,0.0,1,43.7031116,-72.2909432,43.7068053,-72.2871832,43.70480718054544,-72.28947420836361,43.703789,-72.2906752,2403.764394929999,-3975.921081459999,59668.0,55,90.0,90.0,90.0,90.0,180.0,19991.0,2,320.0,320.0,320.0,320.0,640.0,13869.0,2,8.0,1.0,8.0,1.0,8.0,1.0,8.0,1.0,8.0,1.0,0.0,1,1.0,1.0,1.0,1.0,10.0,58470.0,10,0.0
336,16,0.0,3.0,0.03085047248471373,0.0,111.0,37498.0,3598,0.0,0.0,0.0,0.0,0.0,37499.0,9758,1.0,1.0,1.0,1.0,11.0,35890.0,11,2.0,2.0,2.0,2.0,2.0,0.0,1,289.0,289.0,289.0,289.0,578.0,31695.0,2,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,0.0,1,43.7037375,-72.2907718,43.706796,-72.2871765,43.70423278095239,-72.29015910634921,43.7037558,-72.2907055,2753.3666652000006,-4554.2800237,37090.0,63,90.0,90.0,90.0,90.0,90.0,0.0,1,74.0,294.0,147.33333333333334,74.0,442.0,32131.0,3,8.0,2.0,8.0,2.0,8.0,2.0,8.0,2.0,16.0,4.0,37485.0,2,1.0,1.0,1.0,1.0,11.0,35890.0,11,0.0
337,16,0.0,3.0,0.015695600475624256,0.0,66.0,52834.0,4205,0.0,0.0,0.0,0.0,0.0,52835.0,11361,1.0,1.0,1.0,1.0,14.0,52725.0,14,2.0,2.0,2.0,2.0,2.0,0.0,1,289.0,289.0,289.0,289.0,289.0,0.0,1,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,0.0,1,43.7037325,-72.290794,43.7068118,-72.287174,43.70412907297298,-72.29030718378378,43.70376185000001,-72.29072719999999,3234.105551400001,-5349.4827316,52725.0,74,90.0,90.0,90.0,90.0,90.0,0.0,1,74.0,74.0,74.0,74.0,74.0,0.0,1,13.0,1.0,13.0,1.0,13.0,1.0,13.0,1.0,26.0,2.0,11.0,2,1.0,1.0,1.0,1.0,14.0,52725.0,14,3.0
338,16,0.0,3.0,0.12146050670640834,0.0,163.0,14483.0,1342,0.0,2.0,0.17840851495184998,0.0,704.0,14487.0,3946,1.0,1.0,1.0,1.0,6.0,14487.0,6,3.0,3.0,3.0,3.0,6.0,13755.0,2,461.0,461.0,461.0,461.0,922.0,2193.0,2,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,0.0,1,43.7037381,-72.2907145,43.7066221,-72.2870141,43.705855448,-72.287998348,43.7065653,-72.2870618,1092.6463862,-1807.1999587,13886.0,25,90.0,90.0,90.0,90.0,90.0,0.0,1,497.0,497.0,497.0,497.0,994.0,1954.0,2,13.0,1.0,13.0,1.0,13.0,1.0,13.0,1.0,13.0,1.0,0.0,1,1.0,1.0,1.0,1.0,6.0,14487.0,6,2.0
339,16,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,1,3.0,3.0,3.0,3.0,3.0,0.0,1,461.0,461.0,461.0,461.0,461.0,0.0,1,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,0.0,1,43.7037409,-72.2906865,43.7037409,-72.2906865,43.7037409,-72.2906865,43.7037409,-72.2906865,43.7037409,-72.2906865,0.0,1,90.0,90.0,90.0,90.0,90.0,0.0,1,497.0,497.0,497.0,497.0,497.0,0.0,1,13.0,1.0,13.0,1.0,13.0,1.0,13.0,1.0,13.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,1,3.0
340,16,0.0,0.0,0.0,0.0,0.0,2672.0,269,0.0,0.0,0.0,0.0,0.0,2660.0,705,1.0,1.0,1.0,1.0,1.0,0.0,1,3.0,3.0,3.0,3.0,3.0,0.0,1,461.0,461.0,461.0,461.0,461.0,0.0,1,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,0.0,1,43.7037373,-72.290706,43.7037747,-72.290682,43.7037544,-72.2906907,43.7037467,-72.2906915,218.518772,-361.4534535,2322.0,5,90.0,90.0,90.0,90.0,90.0,0.0,1,497.0,497.0,497.0,497.0,497.0,0.0,1,13.0,1.0,13.0,1.0,13.0,1.0,13.0,1.0,13.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,1,0.0
341,16,0.0,3.0,0.06721405384762269,0.0,352.0,55373.0,5237,0.0,2.0,0.008882103948372772,0.0,128.0,55375.0,14411,1.0,1.0,1.0,1.0,17.0,54697.0,17,3.0,3.0,3.0,3.0,3.0,0.0,1,104.0,253.0,203.33333333333334,253.0,610.0,14135.0,3,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,0.0,1,43.7037143,-72.2908001,43.7068203,-72.2870023,43.70440754408603,-72.28992148494623,43.7037635,-72.2906949,4064.509901600001,-6722.962698099999,55297.0,93,122.0,122.0,122.0,122.0,244.0,8774.0,2,89.0,219.0,157.25,160.5,629.0,29583.0,4,9.0,1.0,9.0,1.0,9.0,1.0,9.0,1.0,18.0,2.0,4529.0,2,1.0,1.0,1.0,1.0,17.0,54697.0,17,0.0
342,16,0.0,3.0,0.06287306008754477,0.0,158.0,26184.0,2513,0.0,0.0,0.0,0.0,0.0,26102.0,6807,1.0,1.0,1.0,1.0,8.0,23327.0,8,3.0,3.0,3.0,3.0,3.0,0.0,1,253.0,253.0,253.0,253.0,253.0,0.0,1,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,0.0,1,43.7030431,-72.291007,43.70691,-72.2869392,43.70447372045455,-72.28977972499999,43.70377775,-72.29070045,1922.9968437000002,-3180.7503078999994,25727.0,44,195.0,195.0,195.0,195.0,390.0,3127.0,2,109.0,109.0,109.0,109.0,218.0,14147.0,2,9.0,1.0,9.0,1.0,9.0,1.0,9.0,1.0,9.0,1.0,0.0,1,1.0,1.0,1.0,1.0,8.0,23327.0,8,1.0
343,16,0.0,3.0,0.015408320493066256,0.0,10.0,6847.0,649,0.0,0.0,0.0,0.0,0.0,6756.0,1779,1.0,1.0,1.0,1.0,3.0,4974.0,3,3.0,3.0,3.0,3.0,3.0,0.0,1,253.0,253.0,253.0,253.0,253.0,0.0,1,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,0.0,1,43.7037422,-72.290759,43.7038016,-72.2906261,43.70376329999999,-72.29071443076923,43.7037563,-72.2907156,568.1489228999999,-939.7792876,6774.0,13,195.0,195.0,195.0,195.0,195.0,0.0,1,109.0,109.0,109.0,109.0,109.0,0.0,1,9.0,1.0,9.0,1.0,9.0,1.0,9.0,1.0,9.0,1.0,0.0,1,1.0,1.0,1.0,1.0,3.0,4974.0,3,2.0
344,16,0.0,3.0,0.10052849264705882,0.0,875.0,90990.0,8704,0.0,2.0,0.5893859184753838,0.0,22267.0,91071.0,37780,1.0,1.0,1.0,1.0,26.0,88845.0,26,1.0,56.0,20.066666666666666,17.0,301.0,61039.0,15,264.0,568.0,394.0,364.0,1970.0,89343.0,5,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,0.0,1,43.7007143,-72.2908007,43.7066068,-72.2870449,43.70389117567567,-72.2902710810811,43.7037617,-72.29068555,6468.175893999999,-10698.960120000003,90645.0,148,418.0,418.0,418.0,418.0,836.0,89325.0,2,104.0,498.0,327.8,418.0,1639.0,89294.0,5,7.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0,21.0,3.0,49605.0,3,1.0,1.0,1.0,1.0,26.0,88845.0,26,0.0
345,16,0.0,3.0,0.05150214592274678,0.0,240.0,48919.0,4660,0.0,2.0,0.37429819089207733,0.0,6600.0,48884.0,17633,1.0,1.0,1.0,1.0,15.0,47766.0,15,0.0,23.0,7.0625,7.0,113.0,19043.0,16,109.0,109.0,109.0,109.0,218.0,24970.0,2,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,0.0,1,43.70290001,-72.2907649,43.70688262,-72.2870595,43.70412893123457,-72.29018715938275,43.7037765,-72.2906951,3540.0344434300005,-5855.5051599100025,48366.0,81,64.0,64.0,64.0,64.0,128.0,17151.0,2,67.0,113.0,99.0,108.0,396.0,24127.0,4,6.0,2.0,6.0,2.0,6.0,2.0,6.0,2.0,12.0,4.0,10299.0,2,1.0,1.0,1.0,1.0,15.0,47766.0,15,0.0
346,16,0.0,3.0,0.16724496877168632,0.0,482.0,31479.0,2882,0.0,2.0,0.87616979473657,1.0,16946.0,31497.0,19341,1.0,1.0,1.0,1.0,10.0,28863.0,10,1.0,48.0,13.294117647058824,4.0,226.0,30983.0,17,109.0,109.0,109.0,109.0,109.0,0.0,1,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,0.0,1,43.7006696,-72.290996,43.706859,-72.2868727,43.704382425490195,-72.28951470196078,43.7037613,-72.2906813,2228.9235037,-3686.7652498,31263.0,51,63.0,63.0,63.0,63.0,126.0,29852.0,2,98.0,98.0,98.0,98.0,196.0,3630.0,2,6.0,2.0,6.0,2.0,6.0,2.0,6.0,2.0,6.0,2.0,0.0,1,1.0,1.0,1.0,1.0,10.0,28863.0,10,2.0
347,16,0.0,3.0,0.0351288056206089,0.0,225.0,66594.0,6405,0.0,2.0,0.39167816998619603,0.0,9931.0,66539.0,25355,1.0,1.0,1.0,1.0,19.0,63059.0,19,1.0,59.0,9.38888888888889,4.0,169.0,64589.0,18,87.0,407.0,235.0,223.0,940.0,63119.0,4,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,0.0,1,43.70325933,-72.2907648,43.7068236,-72.2871533,43.70523102437499,-72.28896775017854,43.7043137,-72.28960029000001,4894.985874729999,-8096.364388019997,66059.0,112,63.0,63.0,63.0,63.0,63.0,0.0,1,81.0,420.0,214.8,134.0,1074.0,61770.0,5,6.0,2.0,6.0,2.0,6.0,2.0,6.0,2.0,6.0,2.0,0.0,1,1.0,1.0,1.0,1.0,19.0,63059.0,19,1.0
348,16,0.0,3.0,0.11626575028636885,0.0,203.0,19098.0,1746,0.0,2.0,0.9191181946823564,1.0,12341.0,19194.0,13427,1.0,1.0,1.0,1.0,6.0,17485.0,6,0.0,54.0,18.3,10.0,183.0,16744.0,10,150.0,150.0,150.0,150.0,300.0,12591.0,2,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,0.0,1,43.7031273,-72.290754,43.7071504,-72.2888554,43.705182619062505,-72.289949810625,43.703798649999996,-72.29067605,1398.5658438100002,-2313.27839394,18685.0,32,63.0,63.0,63.0,63.0,126.0,17457.0,2,118.0,118.0,118.0,118.0,236.0,13507.0,2,6.0,2.0,6.0,2.0,6.0,2.0,6.0,2.0,12.0,4.0,19213.0,2,1.0,1.0,1.0,1.0,6.0,17485.0,6,1.0
349,16,0.0,3.0,0.018729214073166463,0.0,107.0,60221.0,5713,0.0,2.0,0.05017986708127553,0.0,823.0,60321.0,16401,1.0,1.0,1.0,1.0,18.0,59806.0,18,1.0,6.0,2.6,1.0,13.0,59684.0,5,150.0,150.0,150.0,150.0,150.0,0.0,1,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,0.0,1,43.7037247,-72.290777,43.7038055,-72.2906309,43.703768892079175,-72.29070211980196,43.7037681,-72.2907001,4414.080658099997,-7301.360914099998,59806.0,101,474.0,474.0,474.0,474.0,948.0,26170.0,2,133.0,133.0,133.0,133.0,266.0,22618.0,2,13.0,1.0,13.0,1.0,13.0,1.0,13.0,1.0,26.0,2.0,11825.0,2,1.0,1.0,1.0,1.0,18.0,59806.0,18,0.0
350,16,0.0,3.0,0.2098132070507761,0.0,6380.0,290790.0,30408,0.0,2.0,0.0034494195688225537,0.0,260.0,290793.0,75375,1.0,1.0,1.0,1.0,82.0,289429.0,82,1.0,1.0,1.0,1.0,1.0,0.0,1,79.0,456.0,193.1,122.5,1931.0,284235.0,10,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,0.0,1,43.69960371,-72.2909758,43.707367,-72.2870457,43.70404129713989,-72.29039180732774,43.7037677,-72.2907041,20934.235781330008,-34627.097675709985,290629.0,479,107.0,599.0,398.0,487.5,3184.0,284231.0,8,62.0,540.0,296.4166666666667,276.5,3557.0,281347.0,12,8.0,1.0,13.0,3.0,10.75,2.0,11.0,2.0,43.0,8.0,214714.0,4,1.0,1.0,1.0,1.0,82.0,289429.0,82,2.0
351,16,0.0,0.0,0.0,0.0,0.0,9392.0,912,0.0,0.0,0.0,0.0,0.0,9393.0,2460,1.0,1.0,1.0,1.0,4.0,7228.0,4,1.0,1.0,1.0,1.0,1.0,0.0,1,198.0,198.0,198.0,198.0,198.0,0.0,1,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,0.0,1,43.7037591,-72.2907727,43.7037995,-72.2906635,43.70377855882353,-72.29071864117645,43.7037811,-72.2907172,742.9642355,-1228.9422168999997,9028.0,17,599.0,599.0,599.0,599.0,599.0,0.0,1,540.0,540.0,540.0,540.0,540.0,0.0,1,13.0,3.0,13.0,3.0,13.0,3.0,13.0,3.0,13.0,3.0,0.0,1,1.0,1.0,1.0,1.0,4.0,7228.0,4,2.0
352,18,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,9.0,26264.0,9,15.0,15.0,15.0,15.0,15.0,0.0,1,586.0,586.0,586.0,586.0,586.0,0.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1,43.70753242,-72.28909687,43.70753242,-72.28909687,43.70753242,-72.28909687,43.70753242,-72.28909687,43.70753242,-72.28909687,0.0,1,228.0,228.0,228.0,228.0,228.0,0.0,1,104.0,104.0,104.0,104.0,104.0,0.0,1,9.0,1.0,9.0,1.0,9.0,1.0,9.0,1.0,9.0,1.0,0.0,1,1.0,1.0,1.0,1.0,9.0,26264.0,9,2.0
353,18,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,1,15.0,15.0,15.0,15.0,15.0,0.0,1,586.0,586.0,586.0,586.0,586.0,0.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1,43.70753242,-72.28909687,43.70753242,-72.28909687,43.70753242,-72.28909687,43.70753242,-72.28909687,43.70753242,-72.28909687,0.0,1,228.0,228.0,228.0,228.0,228.0,0.0,1,104.0,104.0,104.0,104.0,104.0,0.0,1,9.0,1.0,9.0,1.0,9.0,1.0,9.0,1.0,9.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,1,2.0
354,18,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,1,15.0,15.0,15.0,15.0,15.0,0.0,1,586.0,586.0,586.0,586.0,586.0,0.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1,43.70753242,-72.28909687,43.70753242,-72.28909687,43.70753242,-72.28909687,43.70753242,-72.28909687,43.70753242,-72.28909687,0.0,1,228.0,228.0,228.0,228.0,228.0,0.0,1,104.0,104.0,104.0,104.0,104.0,0.0,1,9.0,1.0,9.0,1.0,9.0,1.0,9.0,1.0,9.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,1,2.0
355,18,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,1,15.0,15.0,15.0,15.0,15.0,0.0,1,586.0,586.0,586.0,586.0,586.0,0.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1,43.70753242,-72.28909687,43.70753242,-72.28909687,43.70753242,-72.28909687,43.70753242,-72.28909687,43.70753242,-72.28909687,0.0,1,228.0,228.0,228.0,228.0,228.0,0.0,1,104.0,104.0,104.0,104.0,104.0,0.0,1,9.0,1.0,9.0,1.0,9.0,1.0,9.0,1.0,9.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,1,2.0
356,18,0.0,3.0,0.09065354884047787,0.0,387.0,45138.0,4269,0.0,2.0,0.6705888003073672,1.0,13963.0,45224.0,20822,1.0,1.0,1.0,1.0,79.0,277740.0,79,4.0,140.0,55.714285714285715,35.0,390.0,12738.0,7,586.0,586.0,586.0,586.0,1172.0,52760.0,2,1.0,1.0,5.0,4.0,3.7777777777777777,3.3333333333333335,4.0,4.0,34.0,30.0,186720.0,9,43.7030086,-72.28933119,43.7089644,-72.2836272,43.70722648153845,-72.28826835333334,43.7073666,-72.2891403,1704.5818327799996,-2819.24246578,44942.0,39,228.0,228.0,228.0,228.0,228.0,0.0,1,104.0,104.0,104.0,104.0,104.0,0.0,1,9.0,1.0,9.0,1.0,9.0,1.0,9.0,1.0,9.0,1.0,0.0,1,1.0,1.0,1.0,1.0,79.0,277740.0,79,3.0
357,18,0.0,3.0,0.04930679182176188,0.0,914.0,194709.0,18537,0.0,2.0,0.5659771267143573,0.0,49686.0,194718.0,87788,1.0,1.0,1.0,1.0,55.0,191658.0,55,0.0,96.0,8.974683544303797,5.0,709.0,190786.0,79,61.0,555.0,157.6,110.0,1576.0,186205.0,10,1.0,2.0,5.0,4.0,3.8333333333333335,3.3333333333333335,4.0,3.5,23.0,20.0,135727.0,6,43.7029146,-72.2909562,43.7090366,-72.2837252,43.707019453190185,-72.28886512024539,43.7073406,-72.2890989,7124.24417087,-11783.0850146,194055.0,163,101.0,580.0,257.8333333333333,190.0,1547.0,189389.0,6,61.0,572.0,189.0,125.0,2835.0,185128.0,15,7.0,1.0,9.0,2.0,7.666666666666667,1.1666666666666667,7.5,1.0,46.0,7.0,193032.0,6,1.0,1.0,1.0,1.0,55.0,191658.0,55,0.0
358,18,0.0,3.0,0.04732843442520862,0.0,380.0,84694.0,8029,0.0,2.0,0.46109994299258905,0.0,15368.0,84532.0,33329,1.0,1.0,1.0,1.0,24.0,81953.0,24,0.0,46.0,7.6,4.5,228.0,84493.0,30,67.0,450.0,214.25,170.0,857.0,81448.0,4,1.0,1.0,5.0,2.0,2.3333333333333335,1.3333333333333333,1.0,1.0,7.0,4.0,50823.0,3,43.7028744,-72.2909555,43.70755814,-72.28905,43.70706653166668,-72.28923060444441,43.7073448,-72.2891146,3146.908790280001,-5204.824603519997,84351.0,72,63.0,170.0,92.25,68.0,369.0,23983.0,4,73.0,463.0,186.33333333333334,118.0,1118.0,81465.0,6,7.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0,0.0,1,1.0,1.0,1.0,1.0,24.0,81953.0,24,3.0
359,18,0.0,3.0,0.06344871612994751,0.0,1789.0,297215.0,28196,0.0,2.0,0.6788471898006824,1.0,90732.0,297116.0,133656,1.0,1.0,1.0,1.0,84.0,296384.0,84,0.0,67.0,17.07246376811594,9.0,1178.0,296862.0,69,60.0,391.0,168.0,103.0,2520.0,282273.0,15,1.0,1.0,5.0,4.0,2.0,2.25,1.0,2.0,16.0,18.0,257982.0,8,43.7027694,-72.29326,43.7088175,-72.283635,43.70691736137096,-72.28883752294361,43.7073422,-72.28910095,10839.31550562,-17927.631705690015,296382.0,248,78.0,442.0,289.6,340.0,1448.0,233779.0,5,69.0,437.0,236.5,188.5,2838.0,282272.0,12,7.0,1.0,9.0,1.0,8.0,1.0,8.0,1.0,32.0,4.0,229381.0,4,1.0,1.0,1.0,1.0,84.0,296384.0,84,0.0
360,18,0.0,3.0,0.05937669540056664,0.0,985.0,173308.0,16589,0.0,2.0,0.5557313070987198,0.0,37593.0,173310.0,67646,1.0,1.0,1.0,1.0,49.0,170894.0,49,0.0,166.0,14.5,5.0,464.0,157905.0,32,101.0,529.0,195.2,111.0,976.0,133286.0,5,1.0,1.0,5.0,4.0,3.3333333333333335,3.0,4.0,3.0,20.0,18.0,159559.0,6,43.7016274,-72.2909509,43.7087684,-72.2836407,43.70694558765519,-72.28865224227584,43.7073353,-72.2890846,6337.507110210003,-10481.854575129997,172092.0,145,65.0,65.0,65.0,65.0,130.0,154252.0,2,67.0,529.0,304.14285714285717,335.0,2129.0,158417.0,7,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,15.0,6.0,144399.0,3,1.0,1.0,1.0,1.0,49.0,170894.0,49,0.0
361,18,0.0,3.0,0.111328125,0.0,342.0,33623.0,3072,0.0,2.0,0.7781773348402342,1.0,15148.0,33623.0,19466,1.0,1.0,1.0,1.0,10.0,31717.0,10,1.0,70.0,14.75,5.0,236.0,18989.0,16,105.0,105.0,105.0,105.0,210.0,11306.0,2,1.0,1.0,5.0,4.0,3.2,2.4,4.0,2.0,16.0,12.0,33393.0,5,43.703016,-72.2891307,43.7088516,-72.2835921,43.70688761517242,-72.28780993999999,43.7073336,-72.28902296,1267.4997408400002,-2096.3464882599997,32914.0,29,65.0,65.0,65.0,65.0,65.0,0.0,1,470.0,470.0,470.0,470.0,470.0,0.0,1,5.0,1.0,5.0,3.0,5.0,1.6666666666666667,5.0,1.0,15.0,5.0,3400.0,3,1.0,1.0,1.0,1.0,10.0,31717.0,10,0.0
362,18,0.0,3.0,0.2366358224789297,0.0,4015.0,266403.0,16967,0.0,2.0,0.6660408105427236,0.0,56403.0,266284.0,84684,1.0,1.0,1.0,1.0,52.0,266463.0,52,1.0,105.0,13.5,7.5,810.0,266962.0,60,67.0,524.0,136.3,82.0,1363.0,257343.0,10,1.0,1.0,5.0,4.0,2.5,2.1666666666666665,2.0,1.5,15.0,13.0,92251.0,6,43.7030336,-72.28920796,43.708666,-72.2836108,43.70719394896297,-72.28878840459258,43.7073419,-72.289097,5900.47118311,-9758.986434619997,266460.0,135,251.0,251.0,251.0,251.0,502.0,11165.0,2,66.0,526.0,153.25,97.0,1226.0,197292.0,8,7.0,1.0,9.0,1.0,7.75,1.0,7.5,1.0,31.0,4.0,182914.0,4,1.0,1.0,1.0,1.0,52.0,266463.0,52,0.0
363,18,0.0,3.0,0.11405529953917051,0.0,297.0,27569.0,2604,0.0,2.0,0.920973348783314,1.0,15896.0,27536.0,17260,1.0,1.0,1.0,1.0,8.0,24951.0,8,1.0,62.0,15.857142857142858,12.0,222.0,22945.0,14,116.0,116.0,116.0,116.0,232.0,22927.0,2,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1,43.7015984,-72.28976384,43.707409,-72.2838769,43.70616779434783,-72.28836891608695,43.7073457,-72.2891133,1005.24185927,-1662.63248507,27351.0,23,149.0,149.0,149.0,149.0,298.0,14432.0,2,115.0,143.0,133.66666666666666,143.0,401.0,22904.0,3,7.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0,0.0,1,1.0,1.0,1.0,1.0,8.0,24951.0,8,0.0
364,18,0.0,3.0,0.03775241439859526,0.0,258.0,71283.0,6834,0.0,2.0,0.6317311028022974,0.0,16389.0,71290.0,25943,1.0,1.0,1.0,1.0,21.0,71066.0,21,1.0,63.0,16.1,7.5,161.0,50571.0,10,62.0,248.0,186.0,248.0,558.0,8538.0,3,4.0,2.0,7.0,3.0,6.0,2.3333333333333335,7.0,2.0,18.0,7.0,54142.0,3,43.7016281,-72.28927983,43.70752211,-72.2840142,43.70695417475408,-72.28863171081967,43.7073445,-72.2890852,2666.124204659999,-4409.60653436,71063.0,61,81.0,81.0,81.0,81.0,162.0,14314.0,2,134.0,260.0,218.0,260.0,654.0,9378.0,3,7.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0,0.0,1,1.0,1.0,1.0,1.0,21.0,71066.0,21,0.0
365,18,0.0,3.0,0.10139445956898523,0.0,4879.0,505841.0,48119,0.0,2.0,0.15602477176872565,0.0,23380.0,505880.0,149848,1.0,1.0,1.0,1.0,142.0,504947.0,142,0.0,64.0,12.529411764705882,3.0,426.0,505649.0,34,64.0,552.0,221.85714285714286,88.0,4659.0,491304.0,21,1.0,1.0,7.0,4.0,3.3157894736842106,2.526315789473684,4.0,3.0,63.0,48.0,456940.0,19,43.701599,-72.2959606,43.7089464,-72.2837096,43.706746108452386,-72.28876448259524,43.707327,-72.28907855,18356.833365550003,-30361.281082690002,504947.0,420,71.0,526.0,322.3333333333333,377.5,3868.0,491357.0,12,70.0,526.0,205.36666666666667,125.0,6161.0,491353.0,30,0.0,1.0,7.0,4.0,4.571428571428571,2.5714285714285716,5.0,3.0,32.0,18.0,505877.0,7,1.0,1.0,1.0,1.0,142.0,504947.0,142,2.0
